loan_id,status,due_date,paid_date,loan_amount,risk_score,gender,age,dependants,device,urban_city,loan_usage
844cfa1565,paid,2018-06-01,2018-05-31,2300,0.629,Hombre,29,2,ios,rural,Otros
8d2b85515c,paid,2018-06-01,2018-05-31,2100,0.928,Hombre,28,0,ios,urbano,Inversion
961d2a2912,paid,2018-06-01,2018-06-01,2900,0.973,Mujer,32,1,ios,urbano,Personal
b7eefd2031,loan,2018-06-04,,2400,0.959,Hombre,42,1,android,rural,Educacion
b93a42f7eb,paid,2018-06-04,2018-06-01,2200,0.845,Mujer,45,0,ios,urbano,Otros
bcf2921579,paid,2018-06-04,2018-05-27,2200,0.815,Mujer,18,1,ios,rural,Inversion
cb249a9af7,paid,2018-06-04,2018-06-04,1800,0.885,Mujer,46,1,ios,urbano,Otros
d24665f742,paid,2018-06-04,2018-05-30,2100,0.953,Mujer,53,2,ios,urbano,Educacion
d6e6aedd40,paid,2018-06-04,2018-06-06,1900,0.786,Hombre,32,1,ios,urbano,Inversion
db30213104,paid,2018-06-04,2018-05-31,2600,0.951,Mujer,51,0,ios,urbano,Educacion
f07d6fd18a,paid,2018-06-04,2018-05-19,2100,0.983,Mujer,42,0,ios,urbano,Inversion
fb72aec648,paid,2018-06-04,2018-05-31,1700,0.870,Mujer,42,0,ios,urbano,Personal
0467b45645,paid,2018-06-01,2018-05-30,2600,0.886,Hombre,28,3,ios,rural,Otros
110a2d7656,paid,2018-06-04,2018-05-29,2300,0.766,Hombre,22,0,ios,urbano,Educacion
156712a573,paid,2018-06-04,2018-06-04,2900,0.834,Mujer,34,1,ios,rural,Otros
1ab644ee5b,paid,2018-06-04,2018-06-04,2100,0.683,Mujer,39,3,ios,urbano,Otros
2d5fd09cf6,paid,2018-06-04,2018-06-04,1800,0.978,Hombre,35,1,ios,urbano,Educacion
300027edaf,paid,2018-06-05,2018-06-04,2100,0.900,Mujer,18,0,android,urbano,Educacion
37d3e5fa41,loan,2018-06-04,,2000,0.828,Hombre,28,1,ios,urbano,Educacion
380af0d9a1,paid,2018-06-04,2018-05-22,2500,0.961,Mujer,38,2,ios,urbano,Educacion
4332eea6a8,paid,2018-06-01,2018-05-29,1800,0.934,Mujer,34,0,ios,urbano,Educacion
48eaef598b,loan,2018-06-01,,2100,0.779,Hombre,46,0,ios,rural,Otros
4c0306cb59,paid,2018-06-04,2018-05-19,1900,0.768,Hombre,56,0,ios,urbano,Inversion
565a672c25,paid,2018-06-04,2018-05-24,1800,0.818,Hombre,18,1,ios,urbano,Educacion
57b123bb06,loan,2018-06-04,,2600,0.872,Mujer,40,0,ios,urbano,Educacion
68a8ba5dc8,paid,2018-06-04,2018-06-01,2200,0.740,Mujer,40,1,android,urbano,Inversion
7070194b11,paid,2018-06-04,2018-06-06,2500,0.828,Hombre,28,1,android,urbano,Inversion
75f8128169,paid,2018-06-04,2018-05-31,2100,0.946,Hombre,46,0,ios,urbano,Otros
78b5a5dc48,paid,2018-06-05,2018-06-04,2400,0.855,Mujer,55,1,ios,urbano,Inversion
81d142d23c,loan,2018-06-04,,2600,0.804,Mujer,18,1,android,urbano,Otros
81f0b08583,paid,2018-06-04,2018-05-21,1700,0.979,Hombre,19,3,ios,urbano,Educacion
b1543a6e9e,paid,2018-06-05,2018-06-05,2200,0.797,Hombre,21,0,ios,urbano,Otros
c651278229,paid,2018-06-01,2018-05-31,2300,0.941,Mujer,41,3,ios,urbano,Inversion
ca0387380e,loan,2018-06-04,,2400,0.936,Hombre,36,0,ios,urbano,Personal
cb8f1cc311,paid,2018-06-04,2018-06-15,2400,0.917,Hombre,18,1,ios,urbano,Educacion
d2165e9f13,paid,2018-06-04,2018-05-30,2100,0.973,Mujer,52,0,ios,urbano,Educacion
d32f41864e,paid,2018-06-05,2018-06-05,2100,0.950,Mujer,50,3,ios,urbano,Educacion
d3f3535e8f,paid,2018-06-04,2018-05-16,2200,0.967,Hombre,20,0,ios,urbano,Inversion
d61aaf03c6,paid,2018-06-04,2018-06-01,2400,0.872,Mujer,43,2,ios,urbano,Otros
dcf01dcf3b,paid,2018-06-04,2018-06-04,2000,0.810,Mujer,18,1,ios,urbano,Otros
de589ccec4,paid,2018-06-04,2018-06-01,2100,0.992,Mujer,26,1,ios,urbano,Educacion
e3cf4927f9,paid,2018-06-04,2018-05-30,2800,0.893,Mujer,21,3,android,urbano,Personal
e730dcc749,paid,2018-06-04,2018-06-11,1900,0.678,Hombre,48,0,android,urbano,Otros
f02dc9bd9f,paid,2018-06-04,2018-06-04,2200,0.873,Mujer,26,1,ios,urbano,Inversion
f0fad17306,loan,2018-06-04,,1900,0.926,Hombre,26,0,ios,urbano,Educacion
f5fc252acc,paid,2018-06-04,2018-05-30,2400,0.947,Hombre,47,3,ios,urbano,Educacion
fd8830dfc6,paid,2018-06-04,2018-06-04,1700,0.965,Mujer,27,0,ios,urbano,Educacion
03db425e85,paid,2018-06-01,2018-05-29,2400,0.956,Hombre,56,0,ios,urbano,Educacion
04b26fb6ad,paid,2018-06-04,2018-06-29,2200,0.699,Hombre,25,3,ios,urbano,Otros
04ba79be79,paid,2018-06-04,2018-06-01,2000,0.851,Mujer,51,0,ios,urbano,Educacion
0568301c3b,paid,2018-06-04,2018-06-04,1600,0.751,Mujer,51,0,ios,urbano,Personal
09ad27a0f2,paid,2018-06-04,2018-05-24,2100,0.924,Mujer,24,3,ios,urbano,Inversion
0aaa5b2771,paid,2018-06-04,2018-06-08,2400,0.668,Hombre,46,0,ios,urbano,Otros
0c11b5b426,paid,2018-06-04,2018-06-04,2300,0.823,Mujer,23,0,ios,urbano,Otros
198602de86,paid,2018-06-04,2018-06-02,2300,0.825,Mujer,25,0,ios,urbano,Otros
21b998cd62,paid,2018-06-04,2018-06-04,2600,0.959,Hombre,54,0,ios,urbano,Personal
232747bf64,paid,2018-06-04,2018-06-04,2400,0.640,Mujer,40,3,android,urbano,Otros
2c1439fb18,paid,2018-06-04,2018-05-30,2900,0.956,Hombre,56,0,ios,urbano,Personal
38f1c72197,paid,2018-06-04,2018-05-31,2600,0.841,Mujer,41,3,ios,urbano,Inversion
3b67484135,paid,2018-06-04,2018-05-21,2400,0.968,Hombre,56,0,ios,urbano,Otros
40ce65125e,paid,2018-06-04,2018-05-31,2200,0.942,Mujer,42,0,ios,urbano,Otros
44044d90e8,paid,2018-06-03,2018-05-30,2300,0.935,Mujer,35,0,ios,urbano,Otros
4f27b9e60b,paid,2018-06-01,2018-05-28,2000,0.977,Hombre,25,3,ios,urbano,Educacion
50056be7f1,paid,2018-06-04,2018-06-01,2300,0.962,Mujer,45,0,ios,urbano,Inversion
5c9e7f6f39,paid,2018-06-04,2018-06-13,2800,0.621,Mujer,21,0,ios,urbano,Inversion
5de356a5ef,paid,2018-06-01,2018-06-01,1900,0.682,Mujer,39,2,android,urbano,Otros
6ddd7be686,paid,2018-06-01,2018-05-31,2400,0.743,Mujer,43,2,ios,urbano,Otros
715aabc684,loan,2018-06-04,,1900,0.749,Hombre,49,0,ios,urbano,Otros
7738d2f0ce,paid,2018-06-04,2018-06-01,2700,0.968,Hombre,20,0,ios,urbano,Personal
80b24ac255,paid,2018-06-04,2018-05-18,2600,0.970,Mujer,33,0,ios,urbano,Otros
81ef32bcd1,paid,2018-06-01,2018-06-01,2200,0.879,Hombre,27,0,ios,urbano,Educacion
909ab673eb,paid,2018-06-01,2018-06-15,2200,0.962,Mujer,52,0,ios,urbano,Personal
94137990cd,paid,2018-06-05,2018-06-18,2600,0.707,Hombre,18,1,ios,rural,Inversion
a112e6bbf1,loan,2018-06-04,,2300,0.783,Mujer,48,0,ios,rural,Inversion
ae6a9ea5fd,paid,2018-06-01,2018-05-31,2700,0.934,Mujer,34,0,ios,urbano,Educacion
c4f4bbce78,paid,2018-06-04,2018-05-29,2000,0.981,Mujer,44,3,ios,urbano,Personal
cb852ea37a,paid,2018-06-04,2018-06-04,2800,0.960,Mujer,26,0,ios,rural,Educacion
cbcc5284f7,loan,2018-06-05,,1900,0.830,Mujer,30,2,ios,urbano,Educacion
ceb41cfcac,paid,2018-06-04,2018-06-05,3000,0.910,Mujer,18,0,ios,urbano,Educacion
cf93790a3c,paid,2018-06-04,2018-06-05,2500,0.870,Mujer,46,2,ios,urbano,Otros
dfdc6f8c84,paid,2018-06-01,2018-06-01,2600,0.919,Hombre,19,3,ios,urbano,Educacion
e6aaab14f0,paid,2018-06-04,2018-06-01,2000,0.810,Mujer,18,2,ios,urbano,Personal
edccaccc9f,paid,2018-06-04,2018-06-04,1700,0.937,Hombre,37,1,ios,urbano,Educacion
fad0ab9985,paid,2018-06-04,2018-05-20,2000,0.872,Mujer,38,3,ios,urbano,Personal
0388ba6f55,paid,2018-06-05,2018-06-05,2200,0.734,Mujer,34,0,android,urbano,Inversion
089ee60e9a,paid,2018-06-04,2018-06-04,2200,0.957,Hombre,29,0,ios,urbano,Educacion
0b8fa83022,paid,2018-06-04,2018-06-04,2300,0.811,Mujer,18,0,ios,urbano,Personal
0fd75ebe86,paid,2018-06-01,2018-06-02,2900,0.967,Hombre,39,1,ios,urbano,Educacion
1440f0c40e,paid,2018-06-04,2018-05-31,2500,0.912,Mujer,18,0,android,urbano,Educacion
17c64c46f7,paid,2018-06-04,2018-05-28,2200,0.917,Hombre,18,1,ios,urbano,Inversion
1ca602fb49,paid,2018-06-04,2018-06-03,2200,0.815,Mujer,18,0,android,urbano,Otros
1d9f311173,loan,2018-06-05,,1800,0.719,Hombre,19,0,ios,urbano,Otros
24f1b15672,paid,2018-06-04,2018-05-31,1900,0.895,Mujer,52,0,ios,urbano,Educacion
2795f68d08,paid,2018-06-04,2018-06-04,2300,0.951,Mujer,51,2,ios,rural,Educacion
27cf87d844,paid,2018-06-01,2018-05-30,2500,0.988,Hombre,32,0,ios,urbano,Educacion
299811cc4d,paid,2018-06-05,2018-06-05,2200,0.734,Mujer,34,0,ios,rural,Personal
29d2a4c728,paid,2018-06-04,2018-06-02,2300,0.933,Mujer,33,3,ios,urbano,Inversion
2a9955e0e0,paid,2018-06-05,2018-07-04,2900,0.735,Mujer,35,0,android,urbano,Otros
330ca383b9,paid,2018-06-04,2018-05-31,2700,0.957,Hombre,49,0,ios,urbano,Inversion
33103d0c20,paid,2018-06-04,2018-06-04,2100,0.857,Hombre,34,1,ios,urbano,Educacion
3953ce895c,paid,2018-06-04,2018-06-01,1900,0.958,Hombre,26,0,ios,urbano,Educacion
3b8cf36f8f,paid,2018-06-04,2018-05-22,2000,0.924,Mujer,24,1,android,urbano,Personal
3e453d42ab,paid,2018-06-02,2018-05-27,1900,0.794,Mujer,30,1,ios,urbano,Otros
42f1c318b6,paid,2018-06-04,2018-06-16,2200,0.644,Mujer,44,2,ios,urbano,Personal
4ba34de5a6,paid,2018-06-04,2018-06-04,2100,0.918,Hombre,18,2,ios,urbano,Inversion
4ee7ab3d9d,paid,2018-06-04,2018-06-04,2500,0.922,Mujer,22,0,ios,urbano,Educacion
50789d8667,paid,2018-06-04,2018-05-30,2700,0.994,Mujer,34,2,ios,urbano,Educacion
5187f3b95f,paid,2018-06-04,2018-05-31,2200,0.751,Mujer,51,1,ios,rural,Otros
554bdaafce,paid,2018-06-04,2018-06-01,2300,0.759,Hombre,53,0,android,rural,Otros
6035738452,paid,2018-06-04,2018-06-01,2500,0.923,Mujer,23,3,ios,urbano,Educacion
66b75665fb,paid,2018-06-04,2018-05-29,2300,0.905,Mujer,18,0,android,urbano,Educacion
699c372572,paid,2018-06-05,2018-05-30,2200,0.977,Hombre,20,1,ios,urbano,Personal
69dd54bdb1,paid,2018-06-04,2018-06-06,2700,0.913,Mujer,18,1,ios,urbano,Otros
69f1adb8c8,paid,2018-06-04,2018-06-12,1700,0.974,Mujer,20,0,ios,urbano,Otros
6b28ac0a7e,paid,2018-06-01,2018-06-01,2600,0.967,Hombre,55,0,ios,urbano,Educacion
7038d9916e,paid,2018-06-01,2018-05-31,2500,0.886,Hombre,54,0,ios,urbano,Educacion
736d202bc7,paid,2018-06-01,2018-05-30,2300,0.962,Mujer,33,0,ios,urbano,Otros
73c222814e,paid,2018-06-01,2018-05-31,2000,0.935,Mujer,35,0,ios,urbano,Educacion
75d0aeba97,paid,2018-06-04,2018-05-31,2000,0.979,Hombre,54,1,ios,urbano,Educacion
78be55e886,paid,2018-06-04,2018-05-30,2500,0.956,Hombre,56,0,ios,urbano,Educacion
7e093bb931,paid,2018-06-04,2018-05-30,1900,0.965,Mujer,33,0,ios,urbano,Educacion
81aa550d4a,paid,2018-06-04,2018-05-31,2400,0.930,Mujer,30,0,ios,urbano,Educacion
84ff7e372f,paid,2018-06-04,2018-06-04,2100,0.834,Mujer,34,3,ios,urbano,Otros
85a8d8b7de,loan,2018-06-04,,2100,0.936,Hombre,36,3,ios,urbano,Personal
85cef9caa5,paid,2018-06-04,2018-06-04,2600,0.890,Mujer,56,1,ios,urbano,Inversion
87e5c47618,paid,2018-06-05,2018-05-28,2200,0.892,Mujer,44,0,ios,urbano,Educacion
8a3d3bbe15,paid,2018-06-04,2018-06-07,2200,0.642,Mujer,42,0,ios,urbano,Otros
8e1fe305bd,loan,2018-06-04,,2300,0.966,Hombre,30,0,ios,urbano,Personal
8e963833cd,paid,2018-06-04,2018-06-05,1600,0.663,Mujer,19,0,android,rural,Otros
917a89c39b,paid,2018-06-04,2018-05-28,2300,0.903,Mujer,18,0,ios,urbano,Personal
9294cfed89,paid,2018-06-04,2018-06-06,2200,0.945,Mujer,45,2,ios,urbano,Educacion
948bde9dc1,loan,2018-06-01,,2100,0.807,Hombre,18,0,ios,rural,Otros
9681d07d1e,paid,2018-06-04,2018-05-29,2400,0.972,Mujer,40,0,ios,urbano,Educacion
96a1ef02a9,paid,2018-06-04,2018-05-15,2700,0.921,Mujer,21,0,ios,urbano,Personal
99bb1512c9,paid,2018-06-01,2018-05-31,2200,0.890,Mujer,32,1,ios,urbano,Educacion
9a859ccc09,paid,2018-06-04,2018-05-28,2400,0.905,Mujer,18,1,ios,urbano,Inversion
a10cb9dbea,paid,2018-06-05,2018-06-05,2400,0.644,Mujer,44,0,android,rural,Inversion
a12a7cd1d7,paid,2018-06-04,2018-05-31,2100,0.977,Hombre,42,0,ios,urbano,Inversion
a33e0b52d5,paid,2018-06-04,2018-06-06,2400,0.946,Hombre,46,0,ios,urbano,Otros
a7ad8b5748,paid,2018-06-04,2018-05-18,2400,0.975,Mujer,49,1,ios,urbano,Personal
a8aeea2c0c,paid,2018-06-01,2018-05-30,2500,0.687,Hombre,40,3,ios,urbano,Otros
abd5491120,loan,2018-06-04,,2700,0.918,Hombre,18,1,ios,urbano,Otros
b02bd23b32,paid,2018-06-04,2018-05-31,2200,0.978,Hombre,26,3,ios,urbano,Educacion
b10ab2b062,paid,2018-06-04,2018-05-31,2500,0.887,Hombre,23,0,ios,urbano,Otros
b2d17a71f9,paid,2018-06-01,2018-06-01,2300,0.883,Mujer,44,1,ios,urbano,Personal
ba1fa58a28,paid,2018-06-04,2018-05-21,2900,0.916,Hombre,18,2,ios,urbano,Otros
bd2e5243da,paid,2018-06-04,2018-05-31,2300,0.669,Hombre,41,0,android,rural,Otros
beb247a2e3,paid,2018-06-05,2018-06-14,3000,0.849,Hombre,49,0,ios,urbano,Otros
c1ab187bcc,paid,2018-06-04,2018-06-11,2200,0.675,Mujer,37,1,ios,urbano,Otros
c7d4703701,paid,2018-06-01,2018-05-31,2100,0.946,Hombre,46,2,ios,urbano,Educacion
c93c75745d,paid,2018-06-04,2018-06-06,2600,0.705,Mujer,18,3,ios,rural,Otros
c9a00aff5b,paid,2018-06-04,2018-06-07,2300,0.897,Hombre,28,0,ios,urbano,Inversion
d35d322c7e,loan,2018-06-05,,2300,0.325,Mujer,25,0,android,rural,Otros
d844e416ae,loan,2018-06-04,,2300,0.670,Mujer,45,3,ios,urbano,Otros
db0b527815,paid,2018-06-04,2018-05-19,2300,0.905,Mujer,18,0,ios,urbano,Otros
ddc871aaad,paid,2018-06-04,2018-05-30,2000,0.906,Hombre,18,1,ios,urbano,Educacion
dec447cc4d,paid,2018-06-04,2018-06-04,2400,0.866,Hombre,53,1,ios,urbano,Personal
dfda1d2336,paid,2018-06-05,2018-06-01,2200,0.887,Hombre,52,3,ios,rural,Educacion
e36d9748b5,paid,2018-06-04,2018-06-05,2500,0.638,Hombre,38,0,android,urbano,Otros
ec8fbc4c97,paid,2018-06-01,2018-05-16,2500,0.927,Hombre,27,0,ios,urbano,Personal
f2db831e07,paid,2018-06-01,2018-06-01,2300,0.939,Hombre,39,1,ios,urbano,Educacion
f8c917b206,paid,2018-06-02,2018-05-23,2000,0.975,Mujer,46,3,ios,urbano,Personal
0020884a58,paid,2018-06-04,2018-05-30,2900,0.921,Mujer,21,3,ios,rural,Educacion
00505785ca,paid,2018-06-04,2018-06-02,2400,0.768,Hombre,29,0,ios,rural,Otros
0ad416476c,paid,2018-06-04,2018-05-30,1800,0.652,Mujer,52,0,ios,rural,Personal
0c668bccc8,paid,2018-06-04,2018-06-04,2400,0.698,Hombre,25,1,ios,urbano,Otros
0cd5e4756c,paid,2018-06-04,2018-05-23,1800,0.699,Hombre,30,3,android,urbano,Inversion
0d32d656bf,paid,2018-06-04,2018-05-30,2100,0.858,Hombre,24,3,android,urbano,Otros
23ceeccec3,paid,2018-06-04,2018-06-02,2400,0.989,Hombre,51,0,ios,urbano,Educacion
2deeaec29e,paid,2018-06-04,2018-06-06,2200,0.876,Hombre,35,0,android,urbano,Educacion
2e6560062d,paid,2018-06-04,2018-06-05,1700,0.978,Hombre,40,0,ios,urbano,Personal
31543e930f,paid,2018-06-04,2018-06-01,2100,0.975,Mujer,36,0,ios,urbano,Inversion
3373ddc594,paid,2018-06-04,2018-05-18,2200,0.686,Hombre,37,3,ios,rural,Educacion
37dab7ba26,loan,2018-06-04,,1600,0.858,Hombre,51,1,android,urbano,Otros
38a902412f,paid,2018-06-04,2018-05-31,2100,0.952,Mujer,52,2,ios,urbano,Educacion
49d35f8fc0,paid,2018-06-04,2018-06-12,2400,0.931,Mujer,31,1,ios,urbano,Personal
4a59815db0,loan,2018-06-04,,2300,0.744,Mujer,44,2,ios,rural,Inversion
542096ebd9,paid,2018-06-04,2018-05-31,2000,0.921,Mujer,21,0,ios,urbano,Personal
54fd622a93,paid,2018-06-04,2018-06-04,1900,0.767,Hombre,39,3,ios,urbano,Otros
5a6a367c85,paid,2018-06-04,2018-05-18,2300,0.950,Mujer,50,1,ios,urbano,Educacion
5ee40cf010,paid,2018-06-01,2018-05-31,2600,0.960,Mujer,52,1,ios,urbano,Educacion
5fd5765225,paid,2018-06-04,2018-05-31,2700,0.893,Mujer,45,0,ios,urbano,Inversion
66f9730ff8,paid,2018-06-04,2018-06-01,2300,0.843,Mujer,43,2,ios,urbano,Otros
6b409acb95,paid,2018-06-04,2018-05-31,1800,0.982,Mujer,50,3,ios,urbano,Inversion
6bd6bb6b59,paid,2018-06-04,2018-05-30,2300,0.987,Hombre,56,0,ios,urbano,Inversion
6c54495e50,paid,2018-06-04,2018-05-31,2300,0.972,Mujer,36,3,ios,urbano,Educacion
6d5f703d4b,paid,2018-06-04,2018-06-14,2100,0.838,Hombre,38,2,ios,urbano,Inversion
74031ea030,loan,2018-06-05,,2500,0.729,Hombre,29,1,ios,urbano,Otros
75cb5202d5,paid,2018-06-04,2018-05-30,2600,0.978,Hombre,33,0,ios,urbano,Inversion
7a1098a22e,loan,2018-06-04,,3200,0.830,Mujer,30,0,android,urbano,Otros
806d81d7ac,paid,2018-06-04,2018-06-05,2300,0.859,Hombre,49,3,ios,urbano,Personal
82aa727ae6,paid,2018-06-05,2018-06-03,2100,0.967,Hombre,35,0,ios,urbano,Inversion
8adc35b61b,paid,2018-06-04,2018-06-11,2600,0.684,Mujer,39,0,android,urbano,Otros
93dac26abf,paid,2018-06-04,2018-05-29,2200,0.986,Hombre,47,0,ios,urbano,Personal
9aa73fe3a6,paid,2018-06-04,2018-05-30,2300,0.960,Mujer,40,1,ios,urbano,Educacion
9cab3bfeb4,paid,2018-06-04,2018-05-22,2800,0.959,Hombre,34,3,ios,rural,Educacion
9e45264edc,loan,2018-06-01,,2100,0.636,Hombre,36,0,ios,urbano,Otros
a055ccde4b,loan,2018-06-05,,2400,0.718,Hombre,18,2,ios,urbano,Educacion
a17b51a1b0,paid,2018-06-04,2018-06-04,2300,0.890,Mujer,24,3,ios,urbano,Educacion
a51ee9e22a,loan,2018-06-04,,2300,0.950,Mujer,50,0,android,urbano,Educacion
a6e5d4d4aa,paid,2018-06-04,2018-06-03,2200,0.913,Mujer,18,0,android,urbano,Educacion
aa3bc4b692,paid,2018-06-04,2018-06-04,2500,0.656,Hombre,56,1,android,rural,Personal
af78e67fb5,paid,2018-06-04,2018-05-30,2800,0.691,Mujer,27,0,ios,urbano,Otros
b142a9d50b,paid,2018-06-01,2018-05-31,1800,0.975,Mujer,36,0,ios,urbano,Inversion
b378f68db5,paid,2018-06-04,2018-06-05,2500,0.814,Mujer,18,1,ios,urbano,Inversion
b4b50974c4,paid,2018-06-01,2018-07-31,2400,0.844,Mujer,44,0,ios,urbano,Otros
c492417196,paid,2018-06-04,2018-05-30,2300,0.983,Mujer,36,0,ios,urbano,Personal
cc1e6935b0,paid,2018-06-04,2018-05-28,2300,0.801,Mujer,18,1,ios,urbano,Inversion
d0b21df333,paid,2018-06-04,2018-05-31,2500,0.889,Hombre,50,1,ios,urbano,Inversion
d5f7c2ac66,paid,2018-06-01,2018-06-01,2600,0.782,Mujer,33,0,ios,urbano,Educacion
d757ecf4e4,loan,2018-06-01,,2400,0.655,Mujer,55,0,ios,urbano,Otros
d7e218ec63,loan,2018-06-04,,2000,0.734,Mujer,34,0,ios,urbano,Otros
d858bbf5ad,paid,2018-06-04,2018-05-21,1900,0.990,Mujer,22,0,ios,urbano,Educacion
e2507be50d,paid,2018-06-04,2018-05-22,2500,0.948,Hombre,48,1,ios,urbano,Educacion
ece1396e80,paid,2018-06-04,2018-06-04,2800,0.898,Hombre,21,0,ios,urbano,Educacion
f442c5bd91,paid,2018-06-04,2018-05-31,1800,0.875,Mujer,31,3,android,urbano,Inversion
f87bd53c19,paid,2018-06-04,2018-06-03,2000,0.836,Hombre,36,1,ios,urbano,Otros
f98bd72c5a,loan,2018-06-05,,2500,0.685,Mujer,23,3,ios,urbano,Otros
0ba097a109,paid,2018-06-04,2018-05-30,2400,0.910,Mujer,18,0,ios,rural,Personal
13f4847922,paid,2018-06-04,2018-06-01,2300,0.936,Hombre,36,1,ios,urbano,Educacion
16064e4bed,paid,2018-06-04,2018-05-29,2500,0.971,Mujer,56,1,ios,urbano,Educacion
1702c942fd,paid,2018-06-01,2018-05-31,2100,0.983,Mujer,22,0,ios,urbano,Educacion
1c7d1b94a5,paid,2018-06-04,2018-05-30,2300,0.913,Mujer,18,1,ios,urbano,Inversion
1df8415756,paid,2018-06-04,2018-05-31,2100,0.936,Hombre,36,1,ios,urbano,Personal
20168ce469,loan,2018-06-04,,2400,0.799,Hombre,55,1,ios,urbano,Inversion
22f531bdf8,paid,2018-06-01,2018-05-29,2100,0.937,Hombre,37,3,ios,urbano,Educacion
2e0d9d0eec,paid,2018-06-04,2018-06-05,2100,0.837,Hombre,37,3,ios,urbano,Otros
2e461c4505,paid,2018-06-04,2018-06-01,2100,0.904,Mujer,18,1,ios,urbano,Personal
3d46be54e5,paid,2018-06-05,2018-06-04,2300,0.981,Mujer,43,0,ios,urbano,Educacion
4407daf9e8,paid,2018-06-04,2018-06-05,2300,0.893,Mujer,52,0,ios,urbano,Personal
448518497c,loan,2018-06-04,,2800,0.787,Hombre,34,0,ios,urbano,Personal
44b1eb6fc5,loan,2018-06-04,,2800,0.734,Mujer,34,2,ios,urbano,Personal
45e71093b9,paid,2018-06-04,2018-05-29,2000,0.992,Mujer,20,2,ios,urbano,Educacion
4d0c9efb5c,paid,2018-06-04,2018-06-13,2300,0.947,Hombre,47,0,ios,urbano,Personal
4df507e9d6,paid,2018-06-01,2018-05-30,2600,0.948,Hombre,48,1,ios,urbano,Inversion
50a80317a0,paid,2018-06-04,2018-05-22,2700,0.954,Mujer,54,3,ios,urbano,Personal
50fd436b2e,paid,2018-06-04,2018-05-17,2100,0.845,Mujer,45,0,ios,urbano,Inversion
5760f58844,paid,2018-06-04,2018-06-04,2100,0.826,Hombre,26,1,android,rural,Inversion
60ab7d8717,paid,2018-06-04,2018-05-29,2300,0.972,Mujer,45,0,ios,urbano,Personal
6a5029a8a5,paid,2018-06-04,2018-06-04,3000,0.967,Hombre,52,0,ios,urbano,Educacion
6c65767ed8,paid,2018-06-01,2018-06-01,2100,0.921,Mujer,21,1,ios,urbano,Educacion
6e3fc58805,paid,2018-06-04,2018-05-31,2100,0.955,Mujer,55,0,ios,urbano,Educacion
7002ddeef6,loan,2018-06-05,,2500,0.649,Hombre,49,0,ios,rural,Otros
7405752112,paid,2018-06-01,2018-05-31,2400,0.985,Mujer,44,1,ios,urbano,Educacion
74a38bf28c,paid,2018-06-04,2018-05-30,2200,0.929,Hombre,29,1,ios,urbano,Inversion
87c39808b8,loan,2018-06-04,,2300,0.889,Hombre,31,1,ios,urbano,Otros
8bb0889922,paid,2018-06-01,2018-05-19,2600,0.989,Hombre,34,0,ios,urbano,Personal
8ce78c3ecc,paid,2018-06-04,2018-06-01,2500,0.939,Hombre,39,3,android,urbano,Otros
8f819e5169,paid,2018-06-04,2018-05-18,1800,0.910,Mujer,18,1,ios,urbano,Otros
902671bcb0,paid,2018-06-04,2018-06-20,2100,0.889,Hombre,26,0,ios,urbano,Personal
9207a3e49a,paid,2018-06-04,2018-06-05,2200,0.744,Mujer,44,0,ios,urbano,Inversion
96533c2dce,paid,2018-06-04,2018-05-31,1900,0.965,Mujer,35,0,ios,urbano,Educacion
984f50cd4b,paid,2018-06-05,2018-05-29,2300,0.917,Hombre,18,2,ios,urbano,Otros
9957dbf6ec,paid,2018-06-04,2018-05-21,2400,0.979,Hombre,35,0,ios,urbano,Inversion
998b7a2a42,paid,2018-06-04,2018-05-18,1900,0.960,Mujer,23,0,ios,urbano,Educacion
99a1fae242,paid,2018-06-04,2018-06-05,2300,0.715,Mujer,18,0,android,rural,Otros
9b13990488,paid,2018-06-04,2018-06-04,2400,0.987,Hombre,39,3,ios,urbano,Educacion
9b18535135,paid,2018-06-04,2018-07-25,2100,0.914,Mujer,18,0,ios,urbano,Personal
9b4a568653,paid,2018-06-01,2018-05-31,2300,0.949,Hombre,49,0,ios,urbano,Otros
9d74115497,loan,2018-06-04,,2500,0.755,Mujer,55,1,ios,rural,Otros
9e0759fd0e,paid,2018-06-04,2018-05-23,2600,0.862,Mujer,49,1,ios,rural,Inversion
9e5a987b99,paid,2018-06-04,2018-05-22,2200,0.987,Hombre,38,0,ios,urbano,Inversion
9f2cb5de26,paid,2018-06-04,2018-06-02,2400,0.884,Mujer,23,0,android,rural,Otros
9fd77db086,paid,2018-06-05,2018-05-31,1700,0.661,Mujer,30,1,ios,rural,Otros
a0dc56c0ae,paid,2018-06-04,2018-05-26,1900,0.982,Mujer,21,1,ios,urbano,Personal
a3ac43644b,loan,2018-06-04,,2600,0.641,Mujer,41,0,android,urbano,Otros
a40a5db31c,loan,2018-06-01,,2700,0.978,Hombre,37,1,ios,urbano,Otros
a8058c1960,paid,2018-06-04,2018-06-05,2200,0.645,Mujer,45,2,ios,rural,Otros
a92914257c,paid,2018-06-04,2018-05-31,2600,0.957,Hombre,56,0,ios,urbano,Personal
ad585a0661,paid,2018-06-04,2018-05-30,2300,0.840,Mujer,40,2,ios,urbano,Educacion
af5eea1dcc,paid,2018-06-04,2018-05-25,2400,0.975,Mujer,37,2,ios,urbano,Educacion
b08d66a536,paid,2018-06-04,2018-05-30,2800,0.974,Mujer,25,0,ios,urbano,Educacion
